SubjNum,Age,Ethnicity,Sex,TargName,DistName,TargHalf,DistHalf,c.resp,Cond,Resp,acc,RT,Conf
108,18,Asian Indian,Female,39.jpg,39.jpg,1,2,2,AA,2,1,5.82,2
108,18,Asian Indian,Female,20.jpg,19.jpg,1,2,2,AB,2,1,4.74,3
108,18,Asian Indian,Female,27.jpg,27.jpg,1,2,2,AA,1,0,10.67,1
108,18,Asian Indian,Female,43.jpg,31.jpg,2,2,2,AB,2,1,3.54,3
108,18,Asian Indian,Female,47.jpg,8.jpg,1,1,2,AB,1,0,7.91,2
108,18,Asian Indian,Female,3.jpg,18.jpg,2,2,1,AB,1,1,7.88,2
108,18,Asian Indian,Female,44.jpg,7.jpg,2,1,2,AB,2,1,6.53,1
108,18,Asian Indian,Female,45.jpg,1.jpg,2,1,1,AB,1,1,4.88,3
108,18,Asian Indian,Female,22.jpg,30.jpg,2,2,2,AB,2,1,3.66,3
108,18,Asian Indian,Female,21.jpg,21.jpg,1,2,1,AA,1,1,3.01,3
108,18,Asian Indian,Female,26.jpg,26.jpg,2,1,2,AA,1,0,3.01,3
108,18,Asian Indian,Female,9.jpg,9.jpg,2,1,2,AA,1,0,4.78,2
108,18,Asian Indian,Female,34.jpg,34.jpg,2,1,1,AA,1,1,1.85,3
108,18,Asian Indian,Female,14.jpg,24.jpg,1,1,2,AB,2,1,3.64,3
108,18,Asian Indian,Female,28.jpg,25.jpg,1,1,1,AB,1,1,2.88,3
108,18,Asian Indian,Female,4.jpg,4.jpg,1,2,1,AA,1,1,1.57,3
108,18,Asian Indian,Female,2.jpg,2.jpg,1,2,2,AA,2,1,2.88,3
108,18,Asian Indian,Female,13.jpg,13.jpg,2,1,1,AA,1,1,1.62,3
108,18,Asian Indian,Female,41.jpg,33.jpg,1,2,1,AB,1,1,4.29,2
108,18,Asian Indian,Female,32.jpg,32.jpg,2,1,2,AA,2,1,4.82,2
108,18,Asian Indian,Female,42.jpg,42.jpg,1,2,1,AA,1,1,6.98,1
108,18,Asian Indian,Female,10.jpg,38.jpg,1,2,2,AB,2,1,7.18,1
108,18,Asian Indian,Female,48.jpg,48.jpg,2,1,1,AA,1,1,5.36,1
108,18,Asian Indian,Female,16.jpg,6.jpg,1,1,1,AB,1,1,3.66,3
108,18,Asian Indian,Female,40.jpg,5.jpg,2,1,2,AB,2,1,4.76,3
108,18,Asian Indian,Female,11.jpg,15.jpg,2,1,1,AB,1,1,4.25,2
108,18,Asian Indian,Female,12.jpg,12.jpg,2,1,2,AA,1,0,5.58,1
109,18,hispanic,female,29.jpg,24.jpg,1,1,2,AB,2,1,7.96,3
109,18,hispanic,female,30.jpg,38.jpg,2,2,2,AB,1,0,18.28,2
109,18,hispanic,female,13.jpg,22.jpg,1,2,1,AB,1,1,6.25,3
109,18,hispanic,female,16.jpg,16.jpg,2,1,2,AA,2,1,18.61,1
109,18,hispanic,female,17.jpg,17.jpg,1,2,2,AA,2,1,9.62,2
109,18,hispanic,female,43.jpg,43.jpg,1,2,1,AA,1,1,3.68,3
109,18,hispanic,female,33.jpg,33.jpg,1,2,2,AA,1,0,11.65,2
109,18,hispanic,female,35.jpg,39.jpg,1,2,2,AB,2,1,4.68,2
109,18,hispanic,female,23.jpg,23.jpg,1,2,1,AA,1,1,7.66,2
109,18,hispanic,female,12.jpg,31.jpg,2,1,2,AB,2,1,2.96,3
109,18,hispanic,female,44.jpg,44.jpg,2,1,2,AA,2,1,11.58,2
109,18,hispanic,female,3.jpg,3.jpg,2,1,1,AA,1,1,4.86,3
109,18,hispanic,female,25.jpg,25.jpg,1,2,1,AA,1,1,6.72,1
109,18,hispanic,female,34.jpg,34.jpg,1,2,2,AA,2,1,9.68,2
109,18,hispanic,female,47.jpg,9.jpg,2,2,1,AB,1,1,10.29,2
109,18,hispanic,female,7.jpg,7.jpg,2,1,1,AA,1,1,8.05,2
109,18,hispanic,female,46.jpg,46.jpg,2,1,2,AA,2,1,4.6,3
109,18,hispanic,female,19.jpg,14.jpg,2,1,1,AB,2,0,9.51,3
109,18,hispanic,female,36.jpg,42.jpg,1,1,1,AB,1,1,7.14,2
109,18,hispanic,female,26.jpg,26.jpg,1,2,2,AA,2,1,12.45,2
109,18,hispanic,female,1.jpg,21.jpg,1,2,1,AB,1,1,7.82,2
109,18,hispanic,female,20.jpg,18.jpg,1,2,2,AB,2,1,21.48,2
109,18,hispanic,female,28.jpg,28.jpg,2,1,1,AA,1,1,7.74,2
109,18,hispanic,female,48.jpg,8.jpg,2,2,2,AB,2,1,5.03,2
109,18,hispanic,female,27.jpg,32.jpg,2,1,2,AB,2,1,4.05,3
109,18,hispanic,female,40.jpg,37.jpg,2,2,1,AB,1,1,3.36,2
109,18,hispanic,female,6.jpg,6.jpg,2,1,1,AA,1,1,6.83,3
109,18,hispanic,female,10.jpg,10.jpg,2,1,2,AA,2,1,3.4,3
109,18,hispanic,female,15.jpg,4.jpg,1,1,1,AB,1,1,5.04,2
109,18,hispanic,female,5.jpg,2.jpg,2,1,1,AB,2,0,16.64,2
109,18,hispanic,female,41.jpg,45.jpg,1,1,2,AB,2,1,4.72,2
109,18,hispanic,female,11.jpg,11.jpg,1,2,1,AA,1,1,8.45,2
11,19,MEXICAN,MALE,7.jpg,32.jpg,1,1,2,AB,2,1,8.98,2
11,19,MEXICAN,MALE,27.jpg,16.jpg,2,2,2,AB,2,1,4.41,3
11,19,MEXICAN,MALE,13.jpg,13.jpg,2,1,2,AA,2,1,5.93,1
11,19,MEXICAN,MALE,41.jpg,15.jpg,1,2,2,AB,2,1,3.01,3
11,19,MEXICAN,MALE,19.jpg,35.jpg,2,1,1,AB,1,1,5.26,3
11,19,MEXICAN,MALE,30.jpg,43.jpg,1,1,2,AB,2,1,2.46,3
11,19,MEXICAN,MALE,21.jpg,21.jpg,2,1,2,AA,2,1,4.58,3
11,19,MEXICAN,MALE,5.jpg,46.jpg,1,2,1,AB,1,1,3.19,3
11,19,MEXICAN,MALE,31.jpg,11.jpg,1,1,1,AB,2,0,7.05,2
11,19,MEXICAN,MALE,1.jpg,1.jpg,2,1,1,AA,1,1,5.25,3
11,19,MEXICAN,MALE,37.jpg,6.jpg,1,1,1,AB,2,0,10.47,2
11,19,MEXICAN,MALE,10.jpg,36.jpg,2,1,1,AB,1,1,3.36,3
11,19,MEXICAN,MALE,9.jpg,29.jpg,2,2,1,AB,1,1,10.39,2
11,19,MEXICAN,MALE,33.jpg,33.jpg,1,2,2,AA,2,1,2.99,3
11,19,MEXICAN,MALE,25.jpg,25.jpg,1,2,1,AA,1,1,5.98,2
11,19,MEXICAN,MALE,34.jpg,34.jpg,2,1,1,AA,1,1,3.29,3
11,19,MEXICAN,MALE,28.jpg,45.jpg,2,2,1,AB,1,1,4.88,1
11,19,MEXICAN,MALE,24.jpg,24.jpg,1,2,2,AA,1,0,5.31,1
11,19,MEXICAN,MALE,20.jpg,42.jpg,2,2,2,AB,2,1,4.06,3
11,19,MEXICAN,MALE,47.jpg,18.jpg,1,2,1,AB,2,0,3.5,1
11,19,MEXICAN,MALE,26.jpg,26.jpg,1,2,1,AA,1,1,6.34,2
11,19,MEXICAN,MALE,8.jpg,8.jpg,1,2,2,AA,2,1,7.22,2
11,19,MEXICAN,MALE,3.jpg,4.jpg,1,2,2,AB,2,1,4.38,3
11,19,MEXICAN,MALE,2.jpg,2.jpg,2,1,1,AA,1,1,3.53,3
11,19,MEXICAN,MALE,39.jpg,39.jpg,2,1,1,AA,1,1,3.07,3
11,19,MEXICAN,MALE,23.jpg,23.jpg,1,2,1,AA,1,1,4.27,2
11,19,MEXICAN,MALE,44.jpg,44.jpg,1,2,1,AA,2,0,6.68,3
11,19,MEXICAN,MALE,12.jpg,12.jpg,2,1,2,AA,2,1,7.76,1
11,19,MEXICAN,MALE,48.jpg,40.jpg,2,1,2,AB,1,0,6.94,2
11,19,MEXICAN,MALE,14.jpg,14.jpg,2,1,2,AA,1,0,3.58,1
11,19,MEXICAN,MALE,17.jpg,38.jpg,2,1,2,AB,2,1,8.16,2
11,19,MEXICAN,MALE,22.jpg,22.jpg,1,2,2,AA,2,1,5.58,2
110,20,Middle Eastern,Male,8.jpg,22.jpg,2,1,2,AB,1,0,13.41,2
110,20,Middle Eastern,Male,15.jpg,43.jpg,1,1,2,AB,2,1,6.24,3
110,20,Middle Eastern,Male,35.jpg,35.jpg,2,1,2,AA,2,1,6.71,3
110,20,Middle Eastern,Male,27.jpg,9.jpg,2,1,2,AB,2,1,15.14,1
110,20,Middle Eastern,Male,6.jpg,31.jpg,1,2,1,AB,1,1,16.01,2
110,20,Middle Eastern,Male,38.jpg,39.jpg,2,1,1,AB,1,1,3.08,3
110,20,Middle Eastern,Male,47.jpg,47.jpg,1,2,2,AA,1,0,3.33,2
110,20,Middle Eastern,Male,20.jpg,20.jpg,2,1,1,AA,1,1,3.58,3
110,20,Middle Eastern,Male,21.jpg,21.jpg,2,1,2,AA,2,1,6.01,2
110,20,Middle Eastern,Male,44.jpg,44.jpg,1,2,2,AA,1,0,9.52,1
110,20,Middle Eastern,Male,17.jpg,17.jpg,2,1,1,AA,1,1,5.36,3
110,20,Middle Eastern,Male,19.jpg,19.jpg,1,2,1,AA,1,1,7.53,2
110,20,Middle Eastern,Male,10.jpg,10.jpg,1,2,1,AA,1,1,5.45,3
110,20,Middle Eastern,Male,23.jpg,1.jpg,1,1,2,AB,2,1,10.26,1
110,20,Middle Eastern,Male,24.jpg,41.jpg,1,1,1,AB,2,0,5.42,2
110,20,Middle Eastern,Male,28.jpg,12.jpg,1,1,1,AB,2,0,6.43,2
110,20,Middle Eastern,Male,4.jpg,4.jpg,2,1,1,AA,1,1,9.18,2
110,20,Middle Eastern,Male,40.jpg,40.jpg,1,2,1,AA,1,1,7.37,1
110,20,Middle Eastern,Male,37.jpg,18.jpg,1,2,2,AB,1,0,6.58,1
110,20,Middle Eastern,Male,45.jpg,45.jpg,1,2,2,AA,2,1,3.41,1
110,20,Middle Eastern,Male,34.jpg,34.jpg,2,1,2,AA,1,0,5.68,1
110,20,Middle Eastern,Male,3.jpg,3.jpg,2,1,2,AA,1,0,6.57,2
110,20,Middle Eastern,Male,26.jpg,11.jpg,1,2,1,AB,1,1,4.9,3
