SubjNum,RT,acc,Cond,c.resp,TargStrength,qs
27,1.61,0,AA,2,2,<=.3
27,2.8,0,AA,2,2,>.3-<=.7
27,1.18,1,AA,2,2,<=.3
27,2.16,1,AA,2,2,<=.3
27,2.84,1,AA,1,2,>.3-<=.7
27,3.12,1,AA,2,2,<.7-1.0
27,2.71,1,AA,1,2,>.3-<=.7
27,2.23,1,AA,2,2,<=.3
27,3.82,1,AA,1,2,<.7-1.0
27,3.64,0,AA,1,2,<.7-1.0
27,3.2,1,AA,1,2,<.7-1.0
27,2.47,1,AA,1,2,>.3-<=.7
27,3.11,0,AA,1,2,<.7-1.0
27,2.47,1,AA,1,2,>.3-<=.7
27,2.24,1,AA,1,2,>.3-<=.7
27,2.81,1,AA,2,2,>.3-<=.7
27,2.65,1,AA,2,2,>.3-<=.7
27,2,1,AA,1,2,<=.3
27,4.29,1,AA,2,2,<.7-1.0
27,2.43,1,AA,2,2,>.3-<=.7
27,1.88,1,AA,2,2,<=.3
27,3.76,1,AA,2,2,<.7-1.0
27,2.14,1,AA,1,2,<=.3
28,1.34,0,AB,1,1,<=.3
28,1.4,1,AB,1,1,<=.3
28,1.19,1,AB,1,1,<=.3
28,2.19,0,AB,2,1,>.3-<=.7
28,4.26,0,AB,2,1,<.7-1.0
28,1.77,1,AB,2,1,>.3-<=.7
28,1.78,1,AB,1,1,>.3-<=.7
28,2.75,1,AB,1,1,<.7-1.0
28,3.85,1,AB,1,1,<.7-1.0
28,1.96,0,AB,1,1,>.3-<=.7
28,3.06,0,AB,2,1,<.7-1.0
28,2.76,1,AB,2,1,<.7-1.0
28,2.44,1,AB,2,1,<.7-1.0
28,1.9,1,AB,1,1,>.3-<=.7
28,1.65,1,AB,1,1,<=.3
28,2.3,0,AB,2,1,>.3-<=.7
28,1.91,1,AB,2,1,>.3-<=.7
28,1.44,1,AB,1,1,<=.3
28,1.14,1,AB,1,1,<=.3
28,1.69,1,AB,2,1,>.3-<=.7
28,2.12,1,AB,1,1,>.3-<=.7
28,3.22,1,AB,2,1,<.7-1.0
28,1.09,1,AB,2,1,<=.3
28,2.17,1,AB,2,1,>.3-<=.7
28,1.71,1,AA,1,1,<=.3
28,2.63,1,AA,2,1,>.3-<=.7
28,2.97,1,AA,1,1,>.3-<=.7
28,2.91,1,AA,2,1,>.3-<=.7
28,2.92,0,AA,2,1,>.3-<=.7
28,3.22,0,AA,2,1,>.3-<=.7
28,5.81,1,AA,2,1,<.7-1.0
28,4.13,0,AA,2,1,<.7-1.0
28,3.92,0,AA,1,1,<.7-1.0
28,3.98,0,AA,1,1,<.7-1.0
28,2.6,0,AA,1,1,<=.3
28,3.08,1,AA,2,1,>.3-<=.7
28,3.16,1,AA,2,1,>.3-<=.7
28,5.47,1,AA,1,1,<.7-1.0
28,5.83,1,AA,1,1,<.7-1.0
28,2.75,0,AA,1,1,>.3-<=.7
28,3.2,1,AA,1,1,>.3-<=.7
28,5.63,1,AA,1,1,<.7-1.0
28,2.27,0,AA,1,1,<=.3
28,2.53,0,AA,2,1,<=.3
28,2.07,0,AA,2,1,<=.3
28,1.98,0,AA,2,1,<=.3
28,1.98,0,AA,2,1,<=.3
28,1.43,1,AB,2,2,<=.3
28,1.59,1,AB,2,2,<=.3
28,1.03,1,AB,1,2,<=.3
28,1.18,0,AB,1,2,<=.3
28,2.15,1,AB,2,2,>.3-<=.7
28,1.59,1,AB,1,2,<=.3
28,1.45,1,AB,2,2,<=.3
28,1.21,0,AB,1,2,<=.3
28,2.09,1,AB,1,2,>.3-<=.7
28,3.11,1,AB,2,2,<.7-1.0
28,2.56,1,AB,2,2,<.7-1.0
28,3.67,0,AB,2,2,<.7-1.0
28,1.74,1,AB,1,2,>.3-<=.7
28,2.67,0,AB,2,2,<.7-1.0
28,3.43,1,AB,1,2,<.7-1.0
28,4.25,0,AB,1,2,<.7-1.0
28,2.22,1,AB,2,2,>.3-<=.7
28,1.73,1,AB,1,2,>.3-<=.7
28,2.1,1,AB,2,2,>.3-<=.7
28,2.09,0,AB,2,2,>.3-<=.7
28,2.42,1,AB,1,2,<.7-1.0
28,1.7,1,AB,2,2,>.3-<=.7
28,1.33,1,AB,1,2,<=.3
28,1.92,1,AB,1,2,>.3-<=.7
28,0.96,1,AA,2,2,<=.3
28,1.9,1,AA,1,2,<=.3
28,2.49,1,AA,2,2,>.3-<=.7
28,1.5,1,AA,2,2,<=.3
28,1.69,1,AA,1,2,<=.3
28,2.99,0,AA,2,2,>.3-<=.7
28,2.49,1,AA,1,2,>.3-<=.7
28,3.2,0,AA,2,2,<.7-1.0
28,2.56,0,AA,2,2,>.3-<=.7
28,4.32,1,AA,1,2,<.7-1.0
28,2.96,0,AA,2,2,>.3-<=.7
28,4.12,0,AA,2,2,<.7-1.0
28,2.91,1,AA,1,2,>.3-<=.7
28,2.69,1,AA,1,2,>.3-<=.7
28,4.17,1,AA,1,2,<.7-1.0
28,4.25,0,AA,2,2,<.7-1.0
28,3.14,1,AA,1,2,<.7-1.0
28,4.2,1,AA,1,2,<.7-1.0
28,2.64,0,AA,1,2,>.3-<=.7
28,2.75,1,AA,1,2,>.3-<=.7
28,2.16,1,AA,1,2,<=.3
28,2.08,1,AA,2,2,<=.3
28,2.3,1,AA,2,2,<=.3
28,2.77,1,AA,2,2,>.3-<=.7
29,3.27,0,AB,1,1,>.3-<=.7
29,2.46,1,AB,2,1,>.3-<=.7
29,3.85,0,AB,2,1,<.7-1.0
29,3.39,1,AB,1,1,>.3-<=.7
29,1.87,1,AB,1,1,>.3-<=.7
29,1.16,0,AB,1,1,<=.3
29,4.72,0,AB,2,1,<.7-1.0
29,2.19,1,AB,1,1,>.3-<=.7
29,1.08,0,AB,1,1,<=.3
29,1.22,1,AB,2,1,<=.3
29,2.44,1,AB,2,1,>.3-<=.7
29,1.69,1,AB,2,1,<=.3
29,1.36,1,AB,2,1,<=.3
29,4.64,1,AB,1,1,<.7-1.0
29,2.96,1,AB,2,1,>.3-<=.7
29,1.84,0,AB,1,1,<=.3
29,4.28,1,AB,2,1,<.7-1.0
29,3.54,0,AB,1,1,<.7-1.0
29,1.9,0,AB,2,1,>.3-<=.7
29,4.77,0,AB,1,1,<.7-1.0
29,1.44,0,AB,1,1,<=.3
29,4.49,1,AB,1,1,<.7-1.0
29,2.65,1,AB,2,1,>.3-<=.7
29,2.16,0,AB,2,1,>.3-<=.7
29,4.77,1,AA,1,1,<.7-1.0
29,4.28,1,AA,1,1,<.7-1.0
29,3.14,1,AA,1,1,>.3-<=.7
29,3.8,0,AA,1,1,<.7-1.0
29,2.92,1,AA,2,1,>.3-<=.7
29,2.36,1,AA,2,1,>.3-<=.7
29,5.3,1,AA,2,1,<.7-1.0
29,5.01,1,AA,2,1,<.7-1.0
29,2.9,1,AA,2,1,>.3-<=.7
29,2.99,1,AA,1,1,>.3-<=.7
29,2.04,0,AA,1,1,<=.3
29,2.38,1,AA,2,1,>.3-<=.7
29,4.55,0,AA,1,1,<.7-1.0
29,2.07,1,AA,1,1,<=.3
29,2.16,0,AA,1,1,>.3-<=.7
29,2.88,0,AA,2,1,>.3-<=.7
29,3.26,1,AA,2,1,>.3-<=.7
29,1.86,0,AA,2,1,<=.3
29,3.69,1,AA,1,1,<.7-1.0
29,3.61,1,AA,2,1,>.3-<=.7
29,1.98,0,AA,2,1,<=.3
29,1.86,0,AA,1,1,<=.3
29,1.69,1,AA,2,1,<=.3
29,1.6,1,AA,1,1,<=.3
29,1.49,1,AB,1,2,>.3-<=.7
29,1.88,0,AB,1,2,>.3-<=.7
29,1.33,1,AB,1,2,<=.3
29,3.11,1,AB,1,2,<.7-1.0
29,1.29,1,AB,1,2,<=.3
29,1.45,1,AB,1,2,<=.3
29,3.03,0,AB,2,2,<.7-1.0
29,0.99,1,AB,1,2,<=.3
29,2.77,1,AB,1,2,<.7-1.0
29,1.05,1,AB,2,2,<=.3
29,2.25,0,AB,1,2,>.3-<=.7
29,2.8,0,AB,2,2,<.7-1.0
29,0.88,1,AB,1,2,<=.3
29,5.34,1,AB,2,2,<.7-1.0
29,2.44,1,AB,2,2,>.3-<=.7
29,2.26,1,AB,2,2,>.3-<=.7
29,1.94,1,AB,2,2,>.3-<=.7
29,2.35,0,AB,2,2,>.3-<=.7
29,2.18,0,AB,2,2,>.3-<=.7
29,1.28,0,AB,2,2,<=.3
29,3.38,1,AB,2,2,<.7-1.0
29,2.26,1,AB,2,2,>.3-<=.7
29,1.82,0,AB,1,2,>.3-<=.7
29,2.7,1,AB,1,2,<.7-1.0
29,2.42,1,AA,1,2,>.3-<=.7
29,1.98,1,AA,2,2,>.3-<=.7
29,1.52,1,AA,1,2,<=.3
29,4.61,0,AA,1,2,<.7-1.0
29,3.69,0,AA,1,2,<.7-1.0
29,1.64,1,AA,1,2,<=.3
29,4.12,1,AA,2,2,<.7-1.0
29,1.71,1,AA,1,2,<=.3
29,3.85,0,AA,2,2,<.7-1.0
29,2.44,1,AA,2,2,>.3-<=.7
29,3.3,1,AA,2,2,>.3-<=.7
29,5.03,1,AA,2,2,<.7-1.0
29,1.92,0,AA,2,2,>.3-<=.7
29,2.13,1,AA,2,2,>.3-<=.7
29,2.12,0,AA,2,2,>.3-<=.7
29,3.49,0,AA,2,2,<.7-1.0
29,2.35,1,AA,1,2,>.3-<=.7
29,1.7,1,AA,1,2,<=.3
29,3.89,0,AA,2,2,<.7-1.0
29,2.35,1,AA,1,2,>.3-<=.7
29,1.62,1,AA,1,2,<=.3
29,1.38,1,AA,1,2,<=.3
29,2.96,1,AA,1,2,>.3-<=.7
29,1.88,0,AA,2,2,<=.3
3,2.81,1,AB,2,1,<.7-1.0
3,3.2,1,AB,2,1,<.7-1.0
3,1.74,1,AB,2,1,>.3-<=.7
3,1.97,0,AB,2,1,>.3-<=.7
3,1.67,1,AB,1,1,<=.3
3,1.33,1,AB,2,1,<=.3
3,2.05,1,AB,1,1,>.3-<=.7
3,3.16,1,AB,2,1,<.7-1.0
3,2.55,1,AB,1,1,<.7-1.0
3,3.69,0,AB,1,1,<.7-1.0
3,1.39,0,AB,1,1,<=.3
3,2.54,1,AB,1,1,>.3-<=.7
3,0.76,1,AB,2,1,<=.3
3,2.18,1,AB,1,1,>.3-<=.7
3,1.79,0,AB,2,1,>.3-<=.7
3,1.26,1,AB,2,1,<=.3
3,2.45,0,AB,1,1,>.3-<=.7
3,4.56,1,AB,1,1,<.7-1.0
3,1.34,1,AB,2,1,<=.3
3,2.71,0,AB,1,1,<.7-1.0
3,1.69,0,AB,2,1,>.3-<=.7
3,1.97,1,AB,1,1,>.3-<=.7
3,1.04,1,AB,2,1,<=.3
3,1.95,0,AB,1,1,>.3-<=.7
3,1.29,1,AA,1,1,<=.3
3,3.35,0,AA,2,1,<.7-1.0
3,2.14,1,AA,2,1,>.3-<=.7
3,3.62,0,AA,2,1,<.7-1.0
3,1.58,1,AA,1,1,<=.3
3,2.41,1,AA,1,1,>.3-<=.7
3,3.02,1,AA,2,1,<.7-1.0
3,2.81,1,AA,2,1,<.7-1.0
3,4.45,1,AA,2,1,<.7-1.0
3,2.43,1,AA,1,1,>.3-<=.7
3,1.61,1,AA,1,1,>.3-<=.7
3,1.94,1,AA,1,1,>.3-<=.7
3,3.57,0,AA,1,1,<.7-1.0
3,2.68,1,AA,1,1,>.3-<=.7
3,0.96,1,AA,2,1,<=.3
3,1.07,1,AA,1,1,<=.3
3,1.21,0,AA,2,1,<=.3
3,1.23,1,AA,1,1,<=.3
3,3.14,0,AA,2,1,<.7-1.0
3,2.1,0,AA,1,1,>.3-<=.7
3,1.41,1,AA,2,1,<=.3
3,1.97,1,AA,2,1,>.3-<=.7
3,2.8,1,AA,1,1,>.3-<=.7
3,1.63,0,AA,2,1,>.3-<=.7
3,3.66,1,AB,2,2,<.7-1.0
3,0.95,0,AB,2,2,<=.3
3,1.91,1,AB,1,2,>.3-<=.7
3,1.54,1,AB,1,2,>.3-<=.7
3,3.04,1,AB,2,2,<.7-1.0
3,1.92,1,AB,1,2,>.3-<=.7
3,0.9,1,AB,1,2,<=.3
3,2.43,1,AB,1,2,>.3-<=.7
3,1.33,1,AB,2,2,>.3-<=.7
3,0.69,0,AB,2,2,<=.3
3,2.87,0,AB,2,2,<.7-1.0
3,0.99,1,AB,2,2,<=.3
3,4.02,1,AB,2,2,<.7-1.0
3,3.25,1,AB,1,2,<.7-1.0
3,2.35,1,AB,2,2,>.3-<=.7
3,3.28,0,AB,1,2,<.7-1.0
3,1.4,0,AB,1,2,>.3-<=.7
3,1.41,1,AB,1,2,>.3-<=.7
3,2.3,0,AB,2,2,>.3-<=.7
3,2.55,1,AB,2,2,<.7-1.0
3,1.06,1,AB,1,2,<=.3
3,1,1,AB,1,2,<=.3
3,0.94,1,AB,1,2,<=.3
3,1.6,1,AB,2,2,>.3-<=.7
3,1.51,1,AA,1,2,>.3-<=.7
3,1.33,1,AA,1,2,<=.3
3,4.03,1,AA,2,2,<.7-1.0
3,1.88,1,AA,2,2,>.3-<=.7
3,2.96,1,AA,2,2,<.7-1.0
3,1.97,1,AA,1,2,>.3-<=.7
3,4.21,1,AA,1,2,<.7-1.0
3,1.15,1,AA,1,2,<=.3
3,1.25,1,AA,2,2,<=.3
3,2.02,1,AA,1,2,>.3-<=.7
3,1.19,1,AA,2,2,<=.3
3,2.44,1,AA,2,2,<.7-1.0
3,2.38,0,AA,2,2,>.3-<=.7
3,2.27,1,AA,2,2,>.3-<=.7
3,1.56,1,AA,1,2,>.3-<=.7
3,0.97,1,AA,2,2,<=.3
3,2.45,1,AA,2,2,<.7-1.0
3,1.92,1,AA,1,2,>.3-<=.7
3,1.06,1,AA,2,2,<=.3
3,1.43,1,AA,1,2,>.3-<=.7
3,3.45,1,AA,1,2,<.7-1.0
3,3.63,1,AA,2,2,<.7-1.0
3,1.55,1,AA,1,2,>.3-<=.7
3,1,1,AA,1,2,<=.3
30,3.25,1,AB,2,1,>.3-<=.7
30,1.43,1,AB,1,1,<=.3
30,1.4,1,AB,1,1,<=.3
30,3.76,1,AB,2,1,>.3-<=.7
30,4.42,1,AB,2,1,<.7-1.0
30,2.9,0,AB,1,1,>.3-<=.7
30,2.9,0,AB,2,1,>.3-<=.7
30,2.75,0,AB,1,1,<=.3
30,1.11,1,AB,2,1,<=.3
30,4.4,1,AB,2,1,<.7-1.0
30,3.3,1,AB,2,1,>.3-<=.7
30,2.97,0,AB,1,1,>.3-<=.7
30,2.39,1,AB,1,1,<=.3
30,3.97,0,AB,2,1,<.7-1.0
30,1.09,0,AB,1,1,<=.3
30,3.06,1,AB,2,1,>.3-<=.7
30,4.25,1,AB,2,1,<.7-1.0
30,2.86,1,AB,2,1,>.3-<=.7
30,3.89,1,AB,2,1,>.3-<=.7
30,4.29,0,AB,1,1,<.7-1.0
30,2.9,0,AB,1,1,>.3-<=.7
30,3.98,1,AB,1,1,<.7-1.0
30,1.47,1,AB,1,1,<=.3
30,4.69,0,AB,1,1,<.7-1.0
30,3.84,0,AA,2,1,>.3-<=.7
30,3.41,0,AA,2,1,>.3-<=.7
30,2.98,1,AA,1,1,<=.3
30,4.78,0,AA,1,1,<.7-1.0
30,4.01,1,AA,2,1,>.3-<=.7
30,4.85,0,AA,2,1,<.7-1.0
30,4.16,0,AA,1,1,>.3-<=.7
30,4.55,1,AA,1,1,<.7-1.0
30,2.21,1,AA,2,1,<=.3
30,2.16,1,AA,1,1,<=.3
30,3.87,0,AA,1,1,>.3-<=.7
30,4.02,1,AA,2,1,>.3-<=.7
30,4.27,0,AA,2,1,>.3-<=.7
30,4.71,0,AA,1,1,<.7-1.0
30,1.87,1,AA,1,1,<=.3
30,4.14,1,AA,1,1,>.3-<=.7
30,5.7,1,AA,2,1,<.7-1.0
30,1.73,0,AA,2,1,<=.3
30,2.4,0,AA,2,1,<=.3
30,4.99,1,AA,2,1,<.7-1.0
30,1.92,0,AA,1,1,<=.3
30,4.47,0,AA,1,1,<.7-1.0
30,3.75,0,AA,2,1,>.3-<=.7
30,1.45,1,AB,2,2,>.3-<=.7
30,1.49,1,AB,1,2,>.3-<=.7
30,1.88,1,AB,1,2,>.3-<=.7
30,1.27,1,AB,1,2,<=.3
30,1.41,1,AB,2,2,>.3-<=.7
30,1.14,1,AB,1,2,<=.3
30,3.15,1,AB,1,2,<.7-1.0
30,1.52,1,AB,1,2,>.3-<=.7
30,5.35,0,AB,1,2,<.7-1.0
30,1.68,1,AB,2,2,>.3-<=.7
30,1.9,1,AB,2,2,>.3-<=.7
30,2.55,1,AB,2,2,<.7-1.0
30,2.89,1,AB,2,2,<.7-1.0
30,2.55,1,AB,1,2,<.7-1.0
30,2.7,0,AB,2,2,<.7-1.0
30,1.94,1,AB,2,2,>.3-<=.7
30,1.02,0,AB,2,2,<=.3
30,1.7,1,AB,1,2,>.3-<=.7
30,1.31,0,AB,2,2,<=.3
30,3.27,0,AB,1,2,<.7-1.0
30,0.79,1,AB,1,2,<=.3
30,1.86,0,AB,2,2,>.3-<=.7
30,1.12,1,AB,2,2,<=.3
30,0.95,1,AB,1,2,<=.3
30,4.54,1,AA,1,2,<.7-1.0
30,2.15,0,AA,2,2,<=.3
30,1.98,1,AA,2,2,<=.3
30,3.99,1,AA,2,2,<.7-1.0
30,3.4,0,AA,1,2,<.7-1.0
30,2.02,1,AA,2,2,<=.3
30,1.52,1,AA,1,2,<=.3
30,2.79,1,AA,2,2,>.3-<=.7
30,4.09,1,AA,1,2,<.7-1.0
30,4.82,0,AA,2,2,<.7-1.0
30,2.99,1,AA,1,2,>.3-<=.7
30,1.59,1,AA,2,2,<=.3
30,1.58,1,AA,1,2,<=.3
30,2.57,1,AA,1,2,>.3-<=.7
30,2.15,1,AA,1,2,<=.3
30,3.1,1,AA,2,2,>.3-<=.7
30,2.81,1,AA,2,2,>.3-<=.7
30,3.29,1,AA,2,2,>.3-<=.7
30,3.75,1,AA,1,2,<.7-1.0
30,2.5,1,AA,1,2,>.3-<=.7
30,2.73,1,AA,2,2,>.3-<=.7
30,2.37,1,AA,1,2,>.3-<=.7
30,2.02,1,AA,1,2,<=.3
30,4.07,1,AA,2,2,<.7-1.0
31,4.39,1,AB,1,1,>.3-<=.7
31,3.94,1,AB,2,1,>.3-<=.7
31,5.62,0,AB,2,1,<.7-1.0
31,3.45,0,AB,1,1,<=.3
31,3.32,1,AB,2,1,<=.3
31,4.13,1,AB,1,1,>.3-<=.7
31,5.87,0,AB,1,1,<.7-1.0
31,4.73,1,AB,1,1,<.7-1.0
31,4.39,0,AB,2,1,>.3-<=.7
31,4.78,1,AB,2,1,<.7-1.0
31,3.53,0,AB,2,1,<=.3
31,3.69,1,AB,2,1,>.3-<=.7
31,3,0,AB,2,1,<=.3
31,3.13,1,AB,1,1,<=.3
31,3.63,0,AB,1,1,>.3-<=.7
31,3.73,0,AB,1,1,>.3-<=.7
31,4.12,1,AB,1,1,>.3-<=.7
31,5.14,1,AB,2,1,<.7-1.0
31,2.56,0,AB,1,1,<=.3
31,3.82,0,AB,2,1,>.3-<=.7
31,4.81,1,AB,1,1,<.7-1.0
31,3.49,0,AB,1,1,<=.3
31,4.94,1,AB,2,1,<.7-1.0
31,3.16,1,AA,2,1,<=.3
31,4.64,1,AA,2,1,>.3-<=.7
31,5.34,1,AA,1,1,<.7-1.0
31,2.4,0,AA,2,1,<=.3
31,4.86,1,AA,1,1,<.7-1.0
31,4.77,1,AA,1,1,<.7-1.0
31,1.47,1,AA,2,1,<=.3
31,4.01,0,AA,2,1,>.3-<=.7
31,3.12,1,AA,2,1,<=.3
31,4.82,1,AA,2,1,<.7-1.0
31,3.7,1,AA,1,1,>.3-<=.7
31,4.45,1,AA,1,1,>.3-<=.7
31,5.93,0,AA,2,1,<.7-1.0
31,3.5,0,AA,1,1,<=.3
31,3.81,1,AA,2,1,>.3-<=.7
31,2.68,1,AA,1,1,<=.3
31,3.66,1,AA,1,1,>.3-<=.7
31,4.29,1,AA,2,1,>.3-<=.7
31,3.09,1,AA,2,1,<=.3
31,5.01,1,AA,1,1,<.7-1.0
31,4.68,1,AA,1,1,<.7-1.0
31,3.69,1,AA,1,1,>.3-<=.7
31,3.63,1,AA,1,1,>.3-<=.7
31,3.96,1,AB,2,2,>.3-<=.7
31,2.7,1,AB,2,2,<=.3
31,4.8,1,AB,1,2,<.7-1.0
31,2.23,1,AB,1,2,<=.3
31,4.09,1,AB,1,2,>.3-<=.7
31,4.52,0,AB,2,2,<.7-1.0
31,4.01,1,AB,1,2,>.3-<=.7
31,4.26,1,AB,2,2,<.7-1.0
31,3.38,0,AB,2,2,<=.3
31,4.82,1,AB,2,2,<.7-1.0
31,5.61,1,AB,1,2,<.7-1.0
31,4.84,1,AB,2,2,<.7-1.0
31,3.92,1,AB,2,2,>.3-<=.7
31,4.09,0,AB,1,2,>.3-<=.7
31,2.65,1,AB,1,2,<=.3
31,3.81,1,AB,1,2,>.3-<=.7
31,3.72,1,AB,1,2,>.3-<=.7
31,3.89,1,AB,2,2,>.3-<=.7
31,3.23,1,AB,1,2,<=.3
31,2.94,1,AB,2,2,<=.3
31,2.7,0,AB,1,2,<=.3
31,5.4,0,AB,2,2,<.7-1.0
31,4.57,1,AA,2,2,<.7-1.0
31,3.48,0,AA,2,2,>.3-<=.7
31,2.97,1,AA,1,2,<=.3
31,4.12,1,AA,1,2,>.3-<=.7
31,4.33,1,AA,2,2,>.3-<=.7
31,4.05,0,AA,2,2,>.3-<=.7
31,4.69,1,AA,2,2,<.7-1.0
31,3.39,0,AA,1,2,>.3-<=.7
31,4.29,1,AA,2,2,>.3-<=.7
31,1.91,1,AA,2,2,<=.3
31,1.64,1,AA,2,2,<=.3
31,2.82,1,AA,1,2,<=.3
31,4.4,1,AA,1,2,<.7-1.0
31,2.42,1,AA,2,2,<=.3
31,4.36,0,AA,1,2,<.7-1.0
31,4.11,1,AA,1,2,>.3-<=.7
31,3.12,1,AA,2,2,<=.3
31,1.61,1,AA,2,2,<=.3
31,3.2,1,AA,1,2,>.3-<=.7
31,4.54,1,AA,1,2,<.7-1.0
31,4.6,0,AA,1,2,<.7-1.0
31,5.16,0,AA,1,2,<.7-1.0
31,3.36,1,AA,1,2,>.3-<=.7
32,3.95,0,AB,1,1,<.7-1.0
32,4.15,1,AB,1,1,<.7-1.0
32,3.58,1,AB,1,1,>.3-<=.7
32,4.67,0,AB,2,1,<.7-1.0
32,3.65,0,AB,1,1,>.3-<=.7
32,2.03,1,AB,2,1,<=.3
32,2.15,1,AB,2,1,<=.3
32,3.79,0,AB,1,1,<.7-1.0
32,3.13,1,AB,2,1,>.3-<=.7
32,3.15,1,AB,2,1,>.3-<=.7
32,3.37,1,AB,1,1,>.3-<=.7
32,3.86,1,AB,2,1,<.7-1.0
32,2.1,1,AB,1,1,<=.3
32,2.59,1,AB,2,1,>.3-<=.7
32,3.55,1,AB,1,1,>.3-<=.7
32,3.57,0,AB,1,1,>.3-<=.7
32,1.83,1,AB,2,1,<=.3
32,1.9,1,AB,1,1,<=.3
32,3.95,1,AB,2,1,<.7-1.0
32,2.12,1,AB,2,1,<=.3
32,2.37,1,AB,2,1,<=.3
32,4.29,1,AB,1,1,<.7-1.0
32,2.5,1,AB,1,1,>.3-<=.7
32,3.65,1,AA,1,1,>.3-<=.7
32,2.18,1,AA,1,1,<=.3
32,2.04,1,AA,1,1,<=.3
32,3.66,0,AA,1,1,>.3-<=.7
32,2.91,1,AA,2,1,>.3-<=.7
32,4.74,1,AA,1,1,<.7-1.0
32,3.15,0,AA,1,1,>.3-<=.7
32,1.9,1,AA,2,1,<=.3
32,4.4,0,AA,2,1,<.7-1.0
32,2.45,1,AA,1,1,<=.3
32,2.12,1,AA,2,1,<=.3
32,4.39,1,AA,1,1,<.7-1.0
32,4.37,1,AA,2,1,<.7-1.0
32,3.34,0,AA,2,1,>.3-<=.7
32,2.1,1,AA,2,1,<=.3
32,2.72,1,AA,1,1,>.3-<=.7
32,2.96,1,AA,2,1,>.3-<=.7
32,3.71,1,AA,2,1,<.7-1.0
32,4.19,0,AA,1,1,<.7-1.0
32,2.35,1,AA,2,1,<=.3
32,2.89,1,AA,1,1,>.3-<=.7
32,3.9,0,AA,2,1,<.7-1.0
32,3.13,1,AA,1,1,>.3-<=.7
32,1.57,1,AB,1,2,<=.3
32,2.31,1,AB,1,2,>.3-<=.7
32,2.56,1,AB,1,2,>.3-<=.7
32,4.68,1,AB,1,2,<.7-1.0
32,4.88,1,AB,1,2,<.7-1.0
32,3.08,1,AB,2,2,>.3-<=.7
32,3.32,1,AB,2,2,<.7-1.0
32,1.68,1,AB,1,2,<=.3
32,3.49,0,AB,1,2,<.7-1.0
32,2.07,1,AB,1,2,>.3-<=.7
32,3.23,1,AB,2,2,<.7-1.0
32,3.22,1,AB,2,2,<.7-1.0
32,1.41,1,AB,2,2,<=.3
32,1.59,1,AB,2,2,<=.3
32,4.73,0,AB,1,2,<.7-1.0
32,3.1,1,AB,2,2,>.3-<=.7
32,1.74,1,AB,1,2,<=.3
32,1.84,1,AB,2,2,>.3-<=.7
32,1.7,1,AB,1,2,<=.3
32,1.89,0,AB,2,2,>.3-<=.7
32,2.68,1,AB,2,2,>.3-<=.7
32,2.62,1,AB,2,2,>.3-<=.7
32,1.91,1,AB,1,2,>.3-<=.7
32,0.92,1,AB,2,2,<=.3
32,2.74,1,AA,2,2,>.3-<=.7
32,3.13,1,AA,2,2,<.7-1.0
32,4.34,1,AA,1,2,<.7-1.0
32,1.91,1,AA,2,2,>.3-<=.7
32,1.66,1,AA,1,2,<=.3
32,3.2,1,AA,2,2,<.7-1.0
32,1.95,1,AA,1,2,>.3-<=.7
32,1.61,1,AA,2,2,<=.3
32,1.63,1,AA,1,2,<=.3
32,1.61,1,AA,2,2,<=.3
32,3.09,1,AA,2,2,>.3-<=.7
32,1.45,1,AA,2,2,<=.3
32,1.3,1,AA,2,2,<=.3
32,1.8,1,AA,1,2,>.3-<=.7
32,1.27,1,AA,1,2,<=.3
32,1.76,1,AA,1,2,>.3-<=.7
32,2.46,1,AA,2,2,>.3-<=.7
32,4.07,0,AA,1,2,<.7-1.0
32,3.12,1,AA,1,2,<.7-1.0
32,2.89,0,AA,1,2,>.3-<=.7
32,4.28,1,AA,2,2,<.7-1.0
32,1.82,1,AA,2,2,>.3-<=.7
32,1.8,1,AA,1,2,>.3-<=.7
32,3.29,1,AA,1,2,<.7-1.0
33,3.21,1,AB,2,1,<=.3
33,3.12,1,AB,1,1,<=.3
33,3.66,1,AB,2,1,>.3-<=.7
33,3.57,1,AB,2,1,>.3-<=.7
33,3.79,1,AB,1,1,<.7-1.0
33,3.39,1,AB,2,1,>.3-<=.7
33,3.64,1,AB,2,1,>.3-<=.7
33,4.19,0,AB,1,1,<.7-1.0
33,4.33,1,AB,1,1,<.7-1.0
33,4.01,0,AB,2,1,<.7-1.0
33,3.75,1,AB,1,1,>.3-<=.7
33,4.3,0,AB,1,1,<.7-1.0
33,4.34,0,AB,1,1,<.7-1.0
33,2.84,0,AB,1,1,<=.3
33,3.63,1,AB,1,1,>.3-<=.7
33,3.71,0,AB,2,1,>.3-<=.7
33,3.48,1,AB,2,1,>.3-<=.7
33,2.99,1,AB,1,1,<=.3
33,4.76,0,AB,2,1,<.7-1.0
33,1.75,1,AB,1,1,<=.3
33,3.59,1,AB,1,1,>.3-<=.7
33,2.21,1,AB,2,1,<=.3
33,2.79,0,AB,2,1,<=.3
33,3.31,0,AA,2,1,>.3-<=.7
33,3.57,0,AA,1,1,>.3-<=.7
33,3.14,0,AA,2,1,>.3-<=.7
33,3.58,0,AA,1,1,>.3-<=.7
33,2.06,1,AA,1,1,<=.3
33,3.08,1,AA,1,1,>.3-<=.7
33,3.92,1,AA,2,1,<.7-1.0
